2026-03-10T11:15:20.134045+0530 | INFO | Loading embedding model
2026-03-10T13:26:04.483925+0530 | INFO | Loading embedding model
2026-03-10T13:26:09.479121+0530 | INFO | Dataset metadata loaded
2026-03-10T13:26:09.479792+0530 | INFO | Building FAISS index
2026-03-10T13:26:09.575424+0530 | INFO | FAISS index created
2026-03-10T13:26:09.637352+0530 | INFO | 🚀 Data Fetcher Agent API started
2026-03-10T13:26:38.638443+0530 | INFO | 🛑 Data Fetcher Agent API stopped
2026-03-10T13:26:55.799101+0530 | INFO | Loading embedding model
2026-03-10T13:27:00.471752+0530 | INFO | Dataset metadata loaded
2026-03-10T13:27:00.472599+0530 | INFO | Building FAISS index
2026-03-10T13:27:00.555750+0530 | INFO | FAISS index created
2026-03-10T13:27:00.637311+0530 | INFO | 🚀 Data Fetcher Agent API started
2026-03-10T13:28:05.346565+0530 | INFO | Successfully fetched 2 datasets
2026-03-10T13:28:05.346944+0530 | INFO | Fetching all available reports
2026-03-10T13:30:21.430068+0530 | INFO | Fetching all available reports
2026-03-10T13:30:21.434560+0530 | INFO | Successfully fetched 2 datasets
2026-03-10T13:30:30.046569+0530 | INFO | Successfully fetched 2 datasets
2026-03-10T13:30:31.030338+0530 | INFO | Fetching all available reports
2026-03-10T13:30:32.222374+0530 | INFO | Fetching all available reports
2026-03-10T13:30:32.713167+0530 | INFO | Successfully fetched 2 datasets
2026-03-10T13:30:33.699289+0530 | INFO | Fetching all available reports
2026-03-10T13:30:33.701730+0530 | INFO | Successfully fetched 2 datasets
2026-03-10T13:33:13.611196+0530 | INFO | 🛑 Data Fetcher Agent API stopped
2026-03-10T13:33:34.239061+0530 | INFO | Loading embedding model
2026-03-10T13:33:39.164700+0530 | INFO | Dataset metadata loaded
2026-03-10T13:33:39.165263+0530 | INFO | Building FAISS index
2026-03-10T13:33:39.249140+0530 | INFO | FAISS index created
2026-03-10T13:34:31.843974+0530 | INFO | Loading embedding model
2026-03-10T13:34:36.733492+0530 | INFO | Dataset metadata loaded
2026-03-10T13:34:36.734252+0530 | INFO | Building FAISS index
2026-03-10T13:34:36.809179+0530 | INFO | FAISS index created
2026-03-10T13:34:36.874416+0530 | INFO | 🚀 Data Fetcher Agent API started
2026-03-10T13:34:46.377286+0530 | INFO | Successfully fetched 2 datasets
2026-03-10T13:34:58.250064+0530 | INFO | Successfully fetched 2 datasets
2026-03-10T13:34:58.254981+0530 | INFO | Fetching all available reports
2026-03-10T13:35:10.285303+0530 | INFO | Fetching all available reports
2026-03-10T13:35:10.289653+0530 | INFO | Successfully fetched 2 datasets
2026-03-10T13:35:17.127380+0530 | INFO | Successfully fetched 2 datasets
2026-03-10T13:35:17.127593+0530 | INFO | Fetching all available reports
2026-03-10T13:38:06.602809+0530 | INFO | Received query: all customer_id with risk_level low
2026-03-10T13:38:06.603342+0530 | INFO | Processing query: all customer_id with risk_level low
2026-03-10T13:38:06.603658+0530 | INFO | Sending prompt to Gemini
2026-03-10T13:38:08.714343+0530 | INFO | Dataset search result: [{'name': 'customers.csv', 'description': '\n                Dataset customers.csv containing columns: customer_id, name, risk_level.\n                This dataset can be used for analytics and reporting.\n                ', 'path': 'C:\\Users\\GX\\Documents\\Ai_Data_Fetcher\\backend\\data\\customers.csv'}]
2026-03-10T13:38:08.715123+0530 | INFO | Selected dataset: C:\Users\GX\Documents\Ai_Data_Fetcher\backend\data\customers.csv
2026-03-10T13:38:08.715444+0530 | INFO | Loading CSV dataset: C:\Users\GX\Documents\Ai_Data_Fetcher\backend\data\customers.csv
2026-03-10T13:38:08.736469+0530 | INFO | Applying condition: risk_level = 'low'
2026-03-10T13:38:08.738998+0530 | ERROR | Condition processing failed: cannot assign without a target object
2026-03-10T13:38:08.743833+0530 | INFO | Generating report: query_result
2026-03-10T13:38:08.748821+0530 | INFO | Report saved to reports\query_result_20260310_133808.json
2026-03-10T13:38:08.749306+0530 | INFO | Report generated successfully
2026-03-10T13:38:20.497728+0530 | INFO | Successfully fetched 2 datasets
2026-03-10T13:38:21.787984+0530 | INFO | Fetching all available reports
2026-03-10T13:39:09.840035+0530 | INFO | 🛑 Data Fetcher Agent API stopped
2026-03-10T13:39:32.033777+0530 | INFO | Loading embedding model
2026-03-10T13:39:36.604851+0530 | INFO | Dataset metadata loaded
2026-03-10T13:39:36.605413+0530 | INFO | Building FAISS index
2026-03-10T13:39:36.696176+0530 | INFO | FAISS index created
2026-03-10T13:39:36.757499+0530 | INFO | 🚀 Data Fetcher Agent API started
2026-03-10T13:39:52.997291+0530 | INFO | Received query: all risk_level low
2026-03-10T13:39:52.997910+0530 | INFO | Processing query: all risk_level low
2026-03-10T13:39:52.998342+0530 | INFO | Sending prompt to Gemini
2026-03-10T13:39:54.592839+0530 | INFO | Dataset search result: [{'name': 'customers.csv', 'description': '\n                Dataset customers.csv containing columns: customer_id, name, risk_level.\n                This dataset can be used for analytics and reporting.\n                ', 'path': 'C:\\Users\\GX\\Documents\\Ai_Data_Fetcher\\backend\\data\\customers.csv'}]
2026-03-10T13:39:54.593615+0530 | INFO | Selected dataset: C:\Users\GX\Documents\Ai_Data_Fetcher\backend\data\customers.csv
2026-03-10T13:39:54.594030+0530 | INFO | Loading CSV dataset: C:\Users\GX\Documents\Ai_Data_Fetcher\backend\data\customers.csv
2026-03-10T13:39:54.597364+0530 | INFO | Applying condition: risk_level = 'low'
2026-03-10T13:39:54.600557+0530 | ERROR | Condition processing failed: cannot assign without a target object
2026-03-10T13:39:54.605205+0530 | INFO | Generating report: query_result
2026-03-10T13:39:54.612327+0530 | INFO | Report saved to reports\query_result_20260310_133954.json
2026-03-10T13:39:54.613473+0530 | INFO | Report generated successfully
2026-03-10T13:40:05.191903+0530 | INFO | Fetching all available reports
